A_OUTDOOR_LAWNCONTROL;it;Insetticidi, Diserbanti, Funghicidi - A_OUTDOOR_LAWNCONTROL
A_OUTDOOR_PLANTFOOD;it;Pianta alimentare - A_OUTDOOR_PLANTFOOD
A_OUTDOOR_PLANTS;it;Piante - A_OUTDOOR_PLANTS
A_OUTDOOR_SEEDS;it;Semi di piante - A_OUTDOOR_SEEDS
A_GEN_NOTAX;it;Sempre non soggette a imposta - A_GEN_NOTAX
A_BABY_BIBCLOTH;nl;Slabbetjes - A_BABY_BIBCLOTH
A_BABY_CARSEAT;nl;Autostoeltjes - A_BABY_CARSEAT
A_BABY_NAPPIES;nl;Luiers en luiers - A_BABY_NAPPIES
A_BOOK_ATLAS;nl;Atlassen en kaarten - A_BOOK_ATLAS
A_BOOK_ADULT;nl;Activiteitenboeken voor volwassenen zonder expliciet materiaal - A_BOOK_ADULT
A_BOOK_AUDIOBOOK;nl;Audioboeken in fysiek formaat - A_BOOK_AUDIOBOOK
A_BOOK_GLOBE;nl;Globes - A_BOOK_GLOBE
A_BOOK_MAGAZINE;nl;Tijdschriften - A_BOOK_MAGAZINE
A_BOOK_MAP;nl;Kaarten - A_BOOK_MAP
A_CLTH_PROTECTIVE;nl;Beschermende kleding - A_CLTH_PROTECTIVE
A_FOOD_ANIMALFOOD;nl;Voedsel voor boerderijdieren - A_FOOD_ANIMALFOOD
A_FOOD_ANIMALMED;nl;Geneeskunde voor boerderijdieren - A_FOOD_ANIMALMED
A_FOOD_ANIMALVITAMINS;nl;Vitaminen voor boerderijdieren - A_FOOD_ANIMALVITAMINS
A_FOOD_CAKEDECOR;nl;Eetbare taartdecoratie - A_FOOD_CAKEDECOR
A_FOOD_CANFRUIT;nl;Ingeblikte groenten en fruit - A_FOOD_CANFRUIT
A_FOOD_CEREALBARS;nl;Graanrepen - A_FOOD_CEREALBARS
A_FOOD_CEREALCHOCBARS;nl;Chocolade Graanrepen - A_FOOD_CEREALCHOCBARS
A_FOOD_CHOCEREAL;nl;Chocoladegranen - A_FOOD_CHOCEREAL
A_FOOD_CNDY;nl;Snoep - A_FOOD_CNDY
A_FOOD_COFFEE;nl;Koffie - A_FOOD_COFFEE
A_FOOD_DAIRY;nl;Melk en andere zuivelproducten - A_FOOD_DAIRY
A_FOOD_DESSERT;nl;Desserts zonder chocolade - A_FOOD_DESSERT
A_FOOD_DRIEDFRUIT;nl;Gedroogde groenten en fruit - A_FOOD_DRIEDFRUIT
A_FOOD_FLOUR;nl;Meel - A_FOOD_FLOUR
A_FOOD_MEATCHICKEN;nl;Kip of ander vlees - A_FOOD_MEATCHICKEN
A_FOOD_MISCBEVERAGE;nl;Koolzuurhoudend water of andere dranken zonder frisdrank / sap - A_FOOD_MISCBEVERAGE
A_FOOD_NAAN;nl;Naan - A_FOOD_NAAN
A_FOOD_NCARBWTR;nl;Niet-koolzuurhoudend water - A_FOOD_NCARBWTR
A_FOOD_OIL;nl;Oliën - A_FOOD_OIL
A_FOOD_PASTANOODLE;nl;Pasta en noedels - A_FOOD_PASTANOODLE
A_FOOD_PASTRYCASE;nl;Gebak - A_FOOD_PASTRYCASE
A_FOOD_PETFOOD;nl;Voer voor huisdieren - A_FOOD_PETFOOD
A_FOOD_PLAINBISCUIT;nl;Gewone koekjes - A_FOOD_PLAINBISCUIT
A_FOOD_PLAINCRACKER;nl;Gewoon Crackers - A_FOOD_PLAINCRACKER
A_FOOD_PLAINNUT;nl;Gewone moeren - A_FOOD_PLAINNUT
A_FOOD_RICE;nl;Rijst - A_FOOD_RICE
A_FOOD_SEASONINGS;nl;Zout, peper en andere kruiden - A_FOOD_SEASONINGS
A_FOOD_SNACK;nl;Snacks en traktaties zonder chocolade - A_FOOD_SNACK
A_FOOD_SODAJUICE;nl;Frisdrank en sappen - A_FOOD_SODAJUICE
A_FOOD_SPREAD;nl;Smeerbaar voedsel - A_FOOD_SPREAD
A_FOOD_SWEETNER;nl;Suiker en andere zoetstoffen - A_FOOD_SWEETNER
A_FOOD_TEA;nl;Thee - A_FOOD_TEA
A_FOOD_VEGETABLE;nl;Vers of bevroren fruit en groenten - A_FOOD_VEGETABLE
A_HLTH_NUTRITIONBAR;nl;Voedingsreep - A_HLTH_NUTRITIONBAR
A_HLTH_NUTRITIONDRINK;nl;Voedingsdrank - A_HLTH_NUTRITIONDRINK
A_HLTH_PILLCAPSULETABLET;nl;Pillen en capsules - A_HLTH_PILLCAPSULETABLET
A_HLTH_SMOKINGCESSATION;nl;Hulpmiddelen om te stoppen met roken - A_HLTH_SMOKINGCESSATION
A_HLTH_SMOKINGGUM;nl;Gom om te stoppen met roken - A_HLTH_SMOKINGGUM
A_HLTH_VITAMINS;nl;Vitaminen en mineralen - A_HLTH_VITAMINS
A_HPC_CONTRACEPTIVE;nl;Condooms en andere anticonceptiemiddelen - A_HPC_CONTRACEPTIVE
A_HPC_DIETARYSUPPL;nl;Voedingssupplementen - A_HPC_DIETARYSUPPL
A_HPC_INCONTINENCE;nl;Luiers voor volwassenen en incontinentiehulpmiddelen - A_HPC_INCONTINENCE
A_HPC_MEDICINE;nl;Andere geneesmiddelen - A_HPC_MEDICINE
A_HPC_SANITARYPRODUCTS;nl;Hygiënische en andere sanitaire producten voor vrouwen - A_HPC_SANITARYPRODUCTS
A_HPC_WALKINGSTICK;nl;Wandelstokken en andere mobiliteitshulpmiddelen - A_HPC_WALKINGSTICK
A_OUTDOOR_FERTILIZER;nl;Plantenmeststoffen - A_OUTDOOR_FERTILIZER
A_OUTDOOR_LAWNCONTROL;nl;Insecticiden, herbiciden, fungiciden - A_OUTDOOR_LAWNCONTROL
A_OUTDOOR_PLANTFOOD;nl;Plantenvoeding - A_OUTDOOR_PLANTFOOD
A_OUTDOOR_PLANTS;nl;Planten - A_OUTDOOR_PLANTS
A_OUTDOOR_SEEDS;nl;Plant zaden - A_OUTDOOR_SEEDS
A_GEN_NOTAX;nl;Buiten het btw-bereik - A_GEN_NOTAX
A_GEN_STANDARD;nl;Altijd belastbaar (standaard type) - A_GEN_STANDARD
A_BOOKS_GEN;nl;Gedrukte boeken - A_BOOKS_GEN
A_CLTH_BABY;nl;Kleding voor baby's - A_CLTH_BABY
A_CLTH_CHILD;nl;Kinderkleding - A_CLTH_CHILD
A_FOOD_GEN;nl;Voedselproducten - A_FOOD_GEN
